Feature,Day,Albumin,Cell,Cell Seeding,Co-Cell Seeding,Spheroid-Dia,Tethered,Tethered Film,Modification,Flow Rate,Self-assembled
3-CC,23,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,24,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,25,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,26,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,27,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,28,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,30,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,31,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,32,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,33,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,34,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,35,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,36,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,37,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,38,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,39,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,40,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,41,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,42,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,43,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,44,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,45,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,46,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,47,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,48,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,49,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,50,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,51,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,52,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,53,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,54,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,55,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,56,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,57,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,58,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,59,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-CC,60,,6.0,1.0,-1.0,,2,-1,-1.0,0,1
3-RCC,1,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,2,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,4,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,5,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,6,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,7,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,8,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,9,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,10,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,11,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,12,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,13,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,14,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,16,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,17,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,18,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,19,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,20,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,21,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,22,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,23,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,24,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,25,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,26,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,27,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,28,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,30,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,31,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,32,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,33,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,34,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,35,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,36,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,37,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,38,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,39,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,40,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,41,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,42,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,43,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,44,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,45,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,46,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,47,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,48,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,49,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,50,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,51,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,52,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,53,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,54,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,55,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,56,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,57,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,58,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,59,,6.21,1.0,3.0,,2,-1,-1.0,0,1
3-RCC,60,,6.21,1.0,3.0,,2,-1,-1.0,0,1
4-spheroid,1,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,2,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,4,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,6,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,8,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,9,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,11,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,13,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,15,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,16,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,18,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,20,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,21,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,22,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,23,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,24,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,25,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,26,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,27,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,28,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,29,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,30,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,31,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,32,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,33,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,34,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,35,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,36,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,37,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,38,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,39,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,40,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,41,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,42,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,43,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,44,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,45,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,46,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,47,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,48,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,49,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,50,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,51,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,52,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,53,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,54,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,55,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,56,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,57,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,58,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,59,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
4-spheroid,60,,8.0,0.0667,-1.0,,2,-1,-1.0,0,1
5-SCS,1,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,3,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,5,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,7,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,9,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,10,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,11,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,12,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,13,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,14,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,15,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,16,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,17,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,18,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,19,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,20,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,21,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,22,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,23,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,24,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,25,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,26,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,27,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,28,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,29,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,30,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,31,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,32,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,33,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,34,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,35,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,36,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,37,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,38,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,39,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,40,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,41,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,42,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,43,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,44,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,45,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,46,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,47,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,48,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,49,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,50,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,51,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,52,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,53,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,54,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,55,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,56,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,57,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,58,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,59,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-SCS,60,,10.0,0.1,-1.0,,1,3,3.0,0,1
5-PCS,1,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,3,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,5,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,7,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,9,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,10,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,11,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,12,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,13,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,14,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,15,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,16,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,17,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,18,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,19,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,20,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,21,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,22,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,23,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,24,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,25,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,26,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,27,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,28,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,29,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,30,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,31,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,32,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,33,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,34,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,35,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,36,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,37,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,38,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,39,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,40,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,41,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,42,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,43,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,44,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,45,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,46,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,47,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,48,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,49,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,50,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,51,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,52,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,53,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,54,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,55,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,56,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,57,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,58,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,59,,10.0,0.1,-1.0,,1,3,3.0,30,1
5-PCS,60,,10.0,0.1,-1.0,,1,3,3.0,30,1
6-spheroid,1,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,4,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,6,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,7,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,8,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,9,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,10,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,11,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,12,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,13,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,14,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,15,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,16,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,17,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,18,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,19,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,20,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,21,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,22,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,23,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,24,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,25,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,26,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,27,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,28,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,29,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,30,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,31,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,32,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,33,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,34,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,35,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,36,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,37,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,38,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,39,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,40,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,41,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,42,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,43,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,44,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,45,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,46,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,47,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,48,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,49,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,50,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,51,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,52,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,53,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,54,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,55,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,56,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,57,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,58,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,59,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
6-spheroid,60,,8.0,0.18,-1.0,100.0,1,1,2.0,0,1
7-PET,2,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,4,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,6,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,8,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,9,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,10,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,11,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,12,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,13,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,14,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,15,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,16,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,17,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,18,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,19,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,20,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,21,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,22,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,23,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,24,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,25,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,26,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,27,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,28,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,29,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,30,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,31,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,32,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,33,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,34,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,35,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,36,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,37,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,38,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,39,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,40,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,41,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,42,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,43,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,44,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,45,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,46,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,47,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,48,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,49,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,50,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,51,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,52,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,53,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,54,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,55,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,56,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,57,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,58,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,59,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PET,60,,10.0,0.1,-1.0,125.47,1,1,2.0,0,1
7-PS,2,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
7-PS,4,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
7-PS,6,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
7-PS,8,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
7-PS,9,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
7-PS,10,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
7-PS,11,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
7-PS,12,,10.0,0.1,-1.0,125.47,1,2,1.0,0,1
